"","ID","site","Date_prel","Date_labo","parcelle","horizon","MSr.105øC","MS.105øC..g...100.g.MB.","pH.eau","pH.KCL","N.Dumas..g.kg.MS105.","N.Dumas..g.kg.sec.","C.orga..g.100g.MS105.","C.orga..g.100g.sec.","P.O.Dabin..mg.kg.MS105.","P.O.Dabin..mg.kg.sec.","CEC","Ca..ch","Mg..ch","K..ch","Na..ch","nølabo","Code_site","Parcelle","C.org1er","C.org2em","C.org2em3","C.orgNC","C.org","traitement","bloc","SOL","Date_prelevement","Date2","Date3","date_test","horizon_num","trai_num"
"1657",1709,"SED","25/11/2006","14/12/2006",7,"0-30 cm",NA,NA,6.1,5.3,NA,"11.6",NA,"13.8",NA,"280","16.4","8.09","5.57","1.71","0.2",86131,"2-SED",7,13.8,0,0,13.8,13.8,"8-Mix4070",1,"andosol",2006-11-25,"2006",2006-10-10,2,3,8
"1658",1710,"SED","25/11/2006","14/12/2006",8,"0-30 cm",NA,NA,5.9,5.2,NA,"12",NA,"14",NA,"336","14.4","9.06","5","0.24","0.14",86132,"2-SED",8,14,0,0,14,14,"2-Min120",1,"andosol",2006-11-25,"2006",2006-10-10,2,3,2
"1659",1711,"SED","25/11/2006","14/12/2006",9,"0-30 cm",NA,NA,6.6,5.9,NA,"11.1",NA,"13.3",NA,"352","23.3","13","7.77","2.5","0.24",86133,"2-SED",9,13.3,0,0,13.3,13.3,"4-Lis70",1,"andosol",2006-11-25,"2006",2006-10-10,2,3,4
"1660",1712,"SED","25/11/2006","14/12/2006",10,"0-30 cm",NA,NA,5.6,4.9,NA,"12.4",NA,"15.1",NA,"327","12.7","7.17","3.92","0.37","0.19",86134,"2-SED",10,15.1,0,0,15.1,15.1,"7-Mix72",1,"andosol",2006-11-25,"2006",2006-10-10,2,3,7
"1661",1713,"SED","25/11/2006","14/12/2006",11,"0-30 cm",NA,NA,5.8,5,NA,"11.2",NA,"13.6",NA,"361","13.7","7.25","4.23","0.47","0.25",86135,"2-SED",11,13.6,0,0,13.6,13.6,"9-Mix1248",2,"andosol",2006-11-25,"2006",2006-10-10,2,3,9
"1662",1714,"SED","25/11/2006","14/12/2006",12,"0-30 cm",NA,NA,5.3,4.7,NA,"11.1",NA,"13.3",NA,"288","8.33","4.19","2.18","0.29","0.11",86136,"2-SED",12,13.3,0,0,13.3,13.3,"0-Temoin",2,"andosol",2006-11-25,"2006",2006-10-10,2,3,0
"1663",1715,"SED","25/11/2006","14/12/2006",13,"0-30 cm",NA,NA,5.4,4.7,NA,"10.8",NA,"13.1",NA,"402","10","5.23","2.44","0.11","0.12",86137,"2-SED",13,13.1,0,0,13.1,13.1,"2-Min120",2,"andosol",2006-11-25,"2006",2006-10-10,2,3,2
"1664",1716,"SED","25/11/2006","14/12/2006",14,"0-30 cm",NA,NA,5.9,5.1,NA,"12.8",NA,"15.5",NA,"445","15.6","7.43","5.75","2.71","0.26",86138,"2-SED",14,15.5,0,0,15.5,15.5,"4-Lis70",2,"andosol",2006-11-25,"2006",2006-10-10,2,3,4
"1665",1717,"SED","25/11/2006","14/12/2006",15,"0-30 cm",NA,NA,5.7,4.9,NA,"12.9",NA,"15.4",NA,"419","11.9","5.92","4.49","1.33","0.21",86139,"2-SED",15,15.4,0,0,15.4,15.4,"8-Mix4070",2,"andosol",2006-11-25,"2006",2006-10-10,2,3,8
"1666",1718,"SED","25/11/2006","14/12/2006",16,"0-30 cm",NA,NA,6.1,5.2,NA,"12.2",NA,"15.1",NA,"480","16.3","9.21","5.35","1.11","0.38",86140,"2-SED",16,15.1,0,0,15.1,15.1,"6-Com12",2,"andosol",2006-11-25,"2006",2006-10-10,2,3,6
"1667",1719,"SED","25/11/2006","14/12/2006",17,"0-30 cm",NA,NA,5.5,4.8,NA,"12.4",NA,"14.5",NA,"452","11.3","6.12","3.75","0.22","0.13",86141,"2-SED",17,14.5,0,0,14.5,14.5,"1- Min70",2,"andosol",2006-11-25,"2006",2006-10-10,2,3,1
"1668",1720,"SED","25/11/2006","14/12/2006",18,"0-30 cm",NA,NA,5.7,4.9,NA,"11.8",NA,"14",NA,"361","11.1","5.69","3.29","0.44","0.2",86142,"2-SED",18,14,0,0,14,14,"5-Com72",2,"andosol",2006-11-25,"2006",2006-10-10,2,3,5
"1669",1721,"SED","25/11/2006","14/12/2006",19,"0-30 cm",NA,NA,5.6,4.8,NA,"12.4",NA,"14.7",NA,"324","10.4","5.59","3.06","0.29","0.23",86143,"2-SED",19,14.7,0,0,14.7,14.7,"7-Mix72",2,"andosol",2006-11-25,"2006",2006-10-10,2,3,7
"1670",1722,"SED","25/11/2006","14/12/2006",20,"0-30 cm",NA,NA,5.8,4.9,NA,"13.3",NA,"15.7",NA,"452","13.2","6.19","4.68","1.75","0.2",86144,"2-SED",20,15.7,0,0,15.7,15.7,"3-Lis40",2,"andosol",2006-11-25,"2006",2006-10-10,2,3,3
"1671",1723,"SED","25/11/2006","14/12/2006",21,"0-30 cm",NA,NA,6,5,NA,"14.4",NA,"16.3",NA,"524","16.7","8.11","5.6","2.25","0.22",86145,"2-SED",21,16.3,0,0,16.3,16.3,"3-Lis40",3,"andosol",2006-11-25,"2006",2006-10-10,2,3,3
"1672",1724,"SED","25/11/2006","14/12/2006",22,"0-30 cm",NA,NA,5.6,4.9,NA,"11.6",NA,"14",NA,"280","12.1","6.26","3.72","0.26","0.12",86146,"2-SED",22,14,0,0,14,14,"1- Min70",3,"andosol",2006-11-25,"2006",2006-10-10,2,3,1
"1673",1725,"SED","25/11/2006","14/12/2006",23,"0-30 cm",NA,NA,5.9,5.1,NA,"13",NA,"15.2",NA,"494","16.2","8.07","6.13","1.56","0.19",86147,"2-SED",23,15.2,0,0,15.2,15.2,"8-Mix4070",3,"andosol",2006-11-25,"2006",2006-10-10,2,3,8
"1674",1726,"SED","25/11/2006","14/12/2006",24,"0-30 cm",NA,NA,5.7,4.9,NA,"12",NA,"14.6",NA,"427","13.1","6.94","3.62","0.33","0.2",86148,"2-SED",24,14.6,0,0,14.6,14.6,"7-Mix72",3,"andosol",2006-11-25,"2006",2006-10-10,2,3,7
"1675",1727,"SED","25/11/2006","14/12/2006",25,"0-30 cm",NA,NA,5.8,5,NA,"13.7",NA,"15.6",NA,"594","15.2","8.84","4.99","0.62","0.29",86149,"2-SED",25,15.6,0,0,15.6,15.6,"9-Mix1248",3,"andosol",2006-11-25,"2006",2006-10-10,2,3,9
"1676",1728,"SED","25/11/2006","14/12/2006",26,"0-30 cm",NA,NA,5.9,5.1,NA,"13.6",NA,"15.8",NA,"729","17.5","9.18","6.17","0.66","0.23",86150,"2-SED",26,15.8,0,0,15.8,15.8,"5-Com72",3,"andosol",2006-11-25,"2006",2006-10-10,2,3,5
"1677",1729,"SED","25/11/2006","14/12/2006",27,"0-30 cm",NA,NA,5.6,4.8,NA,"10.5",NA,"12.8",NA,"507","12.6","6.14","2.9","0.69","0.38",86151,"2-SED",27,12.8,0,0,12.8,12.8,"6-Com12",3,"andosol",2006-11-25,"2006",2006-10-10,2,3,6
"1678",1730,"SED","25/11/2006","14/12/2006",28,"0-30 cm",NA,NA,5.4,4.7,NA,"12.9",NA,"15.2",NA,"413","11","6.31","2.76","0.21","0.15",86152,"2-SED",28,15.2,0,0,15.2,15.2,"2-Min120",3,"andosol",2006-11-25,"2006",2006-10-10,2,3,2
"1679",1731,"SED","25/11/2006","14/12/2006",29,"0-30 cm",NA,NA,5.5,4.8,NA,"10.7",NA,"13.1",NA,"332","9.68","4.52","3.01","0.21","0.11",86153,"2-SED",29,13.1,0,0,13.1,13.1,"0-Temoin",3,"andosol",2006-11-25,"2006",2006-10-10,2,3,0
"1680",1732,"SED","25/11/2006","14/12/2006",30,"0-30 cm",NA,NA,6,5,NA,"11.2",NA,"13.5",NA,"445","15","6.04","4.15","2.45","0.23",86154,"2-SED",30,13.5,0,0,13.5,13.5,"4-Lis70",3,"andosol",2006-11-25,"2006",2006-10-10,2,3,4
"1681",1733,"LYC","25/11/2006","14/12/2006",1,"0-30 cm",NA,NA,6.5,5.7,NA,"1.37",NA,"1.24",NA,"134","5.48","3.98","1.58","0.34","0.19",86155,"0-LYC",1,1.24,0,0,1.24,1.24,"5-Com72",1,"arénosol",2006-11-25,"2006",2006-10-10,2,3,5
"1682",1734,"LYC","25/11/2006","14/12/2006",2,"0-30 cm",NA,NA,6.1,5,NA,"1.22",NA,"1.08",NA,"112","4.21","3.06","1.06","0.2","0.15",86156,"0-LYC",2,1.08,0,0,1.08,1.08,"1- Min70",1,"arénosol",2006-11-25,"2006",2006-10-10,2,3,1
"1683",1735,"LYC","25/11/2006","14/12/2006",3,"0-30 cm",NA,NA,6.9,6,NA,"1.46",NA,"1.4",NA,"125","6.3","4.23","1.98","0.18","0.19",86157,"0-LYC",3,1.4,0,0,1.4,1.4,"6-Com12",1,"arénosol",2006-11-25,"2006",2006-10-10,2,3,6
"1684",1736,"LYC","25/11/2006","14/12/2006",4,"0-30 cm",NA,NA,6.8,5.4,NA,"1.44",NA,"1.28",NA,"122","6.96","3.46","2.13","1.79","0.19",86158,"0-LYC",4,1.28,0,0,1.28,1.28,"3-Lis40",1,"arénosol",2006-11-25,"2006",2006-10-10,2,3,3
"1685",1737,"LYC","25/11/2006","14/12/2006",5,"0-30 cm",NA,NA,7.5,6.5,NA,"1.13",NA,"1.01",NA,"63","4.59","2.95","1.46","0.17","0.23",86159,"0-LYC",5,1.01,0,0,1.01,1.01,"0-Temoin",1,"arénosol",2006-11-25,"2006",2006-10-10,2,3,0
"1686",1738,"LYC","25/11/2006","14/12/2006",6,"0-30 cm",NA,NA,6.5,5.4,NA,"1.46",NA,"1.4",NA,"107","5.93","4.08","1.83","0.31","0.25",86160,"0-LYC",6,1.4,0,0,1.4,1.4,"9-Mix1248",1,"arénosol",2006-11-25,"2006",2006-10-10,2,3,9
"1687",1739,"LYC","25/11/2006","14/12/2006",7,"0-30 cm",NA,NA,6.9,5.9,NA,"1.39",NA,"1.29",NA,"144","6.61","3.38","2.12","1.62","0.14",86161,"0-LYC",7,1.29,0,0,1.29,1.29,"8-Mix4070",1,"arénosol",2006-11-25,"2006",2006-10-10,2,3,8
"1688",1740,"LYC","25/11/2006","14/12/2006",8,"0-30 cm",NA,NA,5.3,4.3,NA,"1.34",NA,"1.21",NA,"113","3.96","2.84","1.23","0.18","0.13",86162,"0-LYC",8,1.21,0,0,1.21,1.21,"2-Min120",1,"arénosol",2006-11-25,"2006",2006-10-10,2,3,2
"1689",1741,"LYC","25/11/2006","14/12/2006",9,"0-30 cm",NA,NA,7.2,6.2,NA,"1.58",NA,"1.46",NA,"224","3.82","2.82","1.21","0.16","0.12",86163,"0-LYC",9,1.46,0,0,1.46,1.46,"4-Lis70",1,"arénosol",2006-11-25,"2006",2006-10-10,2,3,4
"1690",1742,"LYC","25/11/2006","14/12/2006",10,"0-30 cm",NA,NA,6.3,5.3,NA,"1.47",NA,"1.42",NA,"172","5.98","4.03","1.66","0.34","0.21",86164,"0-LYC",10,1.42,0,0,1.42,1.42,"7-Mix72",1,"arénosol",2006-11-25,"2006",2006-10-10,2,3,7
"1691",1743,"LYC","25/11/2006","14/12/2006",11,"0-30 cm",NA,NA,6.6,5.6,NA,"1.58",NA,"1.53",NA,"244","6.08","4.07","1.92","0.51","0.27",86165,"0-LYC",11,1.53,0,0,1.53,1.53,"9-Mix1248",2,"arénosol",2006-11-25,"2006",2006-10-10,2,3,9
"1692",1744,"LYC","25/11/2006","14/12/2006",12,"0-30 cm",NA,NA,6.5,4.9,NA,"1.2",NA,"1.08",NA,"235","4.19","2.6","1.26","0.35","0.2",86166,"0-LYC",12,1.08,0,0,1.08,1.08,"0-Temoin",2,"arénosol",2006-11-25,"2006",2006-10-10,2,3,0
"1693",1745,"LYC","25/11/2006","14/12/2006",13,"0-30 cm",NA,NA,4.6,3.9,NA,"1.2",NA,"1.04",NA,"289","2.32","1.41","0.62","0.22","0.11",86167,"0-LYC",13,1.04,0,0,1.04,1.04,"2-Min120",2,"arénosol",2006-11-25,"2006",2006-10-10,2,3,2
"1694",1746,"LYC","25/11/2006","14/12/2006",14,"0-30 cm",NA,NA,7.3,6.3,NA,"1.48",NA,"1.35",NA,"338","7.22","2.86","2.26","2.46","0.13",86168,"0-LYC",14,1.35,0,0,1.35,1.35,"4-Lis70",2,"arénosol",2006-11-25,"2006",2006-10-10,2,3,4
"1695",1747,"LYC","25/11/2006","14/12/2006",15,"0-30 cm",NA,NA,6.8,5.7,NA,"1.23",NA,"1.08",NA,"312","5.59","2.63","1.88","1.58","0.12",86169,"0-LYC",15,1.08,0,0,1.08,1.08,"8-Mix4070",2,"arénosol",2006-11-25,"2006",2006-10-10,2,3,8
"1696",1748,"LYC","25/11/2006","14/12/2006",16,"0-30 cm",NA,NA,7,5.7,NA,"1.33",NA,"1.29",NA,"347","5.87","3.43","1.68","0.95","0.27",86170,"0-LYC",16,1.29,0,0,1.29,1.29,"6-Com12",2,"arénosol",2006-11-25,"2006",2006-10-10,2,3,6
"1697",1749,"LYC","25/11/2006","14/12/2006",17,"0-30 cm",NA,NA,5.3,4.3,NA,"1.05",NA,"0.93",NA,"250","2.79","1.88","0.74","0.25","0.12",86171,"0-LYC",17,0.93,0,0,0.93,0.93,"1- Min70",2,"arénosol",2006-11-25,"2006",2006-10-10,2,3,1
"1698",1750,"LYC","25/11/2006","14/12/2006",19,"0-30 cm",NA,NA,6.2,5,NA,"1.35",NA,"1.25",NA,"204","4.38","2.74","1.29","0.14","0.11",86172,"0-LYC",19,1.25,0,0,1.25,1.25,"7-Mix72",2,"arénosol",2006-11-25,"2006",2006-10-10,2,3,7
"1699",1751,"LYC","25/11/2006","14/12/2006",20,"0-30 cm",NA,NA,7.2,6.2,NA,"1.31",NA,"1.14",NA,"251","6.61","2.69","2.18","2.04","0.14",86173,"0-LYC",20,1.14,0,0,1.14,1.14,"3-Lis40",2,"arénosol",2006-11-25,"2006",2006-10-10,2,3,3
"1700",1752,"LYC","25/11/2006","14/12/2006",21,"0-30 cm",NA,NA,7.2,6.1,NA,"1.37",NA,"1.2",NA,"264","6.49","2.74","2.09","0.59","0.1",86174,"0-LYC",21,1.2,0,0,1.2,1.2,"3-Lis40",3,"arénosol",2006-11-25,"2006",2006-10-10,2,3,3
"1701",1753,"LYC","25/11/2006","14/12/2006",22,"0-30 cm",NA,NA,5.8,4.5,NA,"1.13",NA,"0.96",NA,"183","3.45","2.32","0.87","0.2","0.13",86175,"0-LYC",22,0.96,0,0,0.96,0.96,"1- Min70",3,"arénosol",2006-11-25,"2006",2006-10-10,2,3,1
"1702",1754,"LYC","25/11/2006","14/12/2006",23,"0-30 cm",NA,NA,6.9,5.9,NA,"1.42",NA,"1.26",NA,"240","6.72","2.89","2.01","2.25","0.13",86176,"0-LYC",23,1.26,0,0,1.26,1.26,"8-Mix4070",3,"arénosol",2006-11-25,"2006",2006-10-10,2,3,8
"1703",1755,"LYC","25/11/2006","14/12/2006",24,"0-30 cm",NA,NA,6.4,5.1,NA,"1.46",NA,"1.39",NA,"202","5.33","3.5","1.54","0.39","0.17",86177,"0-LYC",24,1.39,0,0,1.39,1.39,"7-Mix72",3,"arénosol",2006-11-25,"2006",2006-10-10,2,3,7
"1704",1756,"LYC","25/11/2006","14/12/2006",25,"0-30 cm",NA,NA,6.4,5.3,NA,"1.39",NA,"1.28",NA,"213","6.12","3.87","1.59","0.57","0.21",86178,"0-LYC",25,1.28,0,0,1.28,1.28,"9-Mix1248",3,"arénosol",2006-11-25,"2006",2006-10-10,2,3,9
"1705",1757,"LYC","25/11/2006","14/12/2006",26,"0-30 cm",NA,NA,6.7,5.6,NA,"1.28",NA,"1.17",NA,"198","5.96","3.71","1.8","0.59","0.22",86179,"0-LYC",26,1.17,0,0,1.17,1.17,"5-Com72",3,"arénosol",2006-11-25,"2006",2006-10-10,2,3,5
"1706",1758,"LYC","25/11/2006","14/12/2006",27,"0-30 cm",NA,NA,7,5.8,NA,"1.39",NA,"1.32",NA,"243","6.78","4.04","2.09","0.77","0.22",86180,"0-LYC",27,1.32,0,0,1.32,1.32,"6-Com12",3,"arénosol",2006-11-25,"2006",2006-10-10,2,3,6
"1707",1759,"LYC","25/11/2006","14/12/2006",29,"0-30 cm",NA,NA,6.5,5.1,NA,"1.22",NA,"1.08",NA,"167","5.24","3.42","1.58","0.33","0.23",86181,"0-LYC",29,1.08,0,0,1.08,1.08,"0-Temoin",3,"arénosol",2006-11-25,"2006",2006-10-10,2,3,0
"1708",1760,"LYC","25/11/2006","14/12/2006",30,"0-30 cm",NA,NA,7.4,6.4,NA,"1.8",NA,"1.66",NA,"263","10.8","4.92","3.24","3.32","0.19",86182,"0-LYC",30,1.66,0,0,1.66,1.66,"4-Lis70",3,"arénosol",2006-11-25,"2006",2006-10-10,2,3,4
"1709",1761,"LYC","25/11/2006","14/12/2006",18,"0-30 cm",NA,NA,6.9,5.5,NA,"1.28",NA,"1.17",NA,"258","5.23","3.05","1.44","0.7","0.22",86183,"0-LYC",18,1.17,0,0,1.17,1.17,"5-Com72",2,"arénosol",2006-11-25,"2006",2006-10-10,2,3,5
"1710",1762,"LYC","25/11/2006","14/12/2006",28,"0-30 cm",NA,NA,4.8,4,NA,"1.28",NA,"1.11",NA,"226","3.44","1.66","0.88","0.19","0.09",86184,"0-LYC",28,1.11,0,0,1.11,1.11,"2-Min120",3,"arénosol",2006-11-25,"2006",2006-10-10,2,3,2
"1711",1763,"MAR","25/11/2006","14/12/2006",1,"0-30 cm",NA,NA,5.9,5,NA,"9.09",NA,"12",NA,"136","18.6","9.45","7.33","0.3","0.23",86185,"3-MAR",1,12,0,0,12,12,"5-Com72",1,"andosol",2006-11-25,"2006",2006-10-10,2,3,5
"1712",1764,"MAR","25/11/2006","14/12/2006",2,"0-30 cm",NA,NA,5.5,4.9,NA,"7.63",NA,"9.67",NA,"115","12.2","5.7","5.27","0.12","0.15",86186,"3-MAR",2,9.67,0,0,9.67,9.67,"1- Min70",1,"andosol",2006-11-25,"2006",2006-10-10,2,3,1
"1713",1765,"MAR","25/11/2006","14/12/2006",3,"0-30 cm",NA,NA,6,5.1,NA,"7.96",NA,"10.4",NA,"186","16.4","8.58","5.67","0.39","0.25",86187,"3-MAR",3,10.4,0,0,10.4,10.4,"6-Com12",1,"andosol",2006-11-25,"2006",2006-10-10,2,3,6
"1714",1766,"MAR","25/11/2006","14/12/2006",4,"0-30 cm",NA,NA,6.2,5.1,NA,"8.95",NA,"11.3",NA,"244","17.1","8","6.31","0.5","0.13",86188,"3-MAR",4,11.3,0,0,11.3,11.3,"3-Lis40",1,"andosol",2006-11-25,"2006",2006-10-10,2,3,3
"1715",1767,"MAR","25/11/2006","14/12/2006",5,"0-30 cm",NA,NA,6.1,5.1,NA,"7.64",NA,"9.54",NA,"110","12.7","5.39","5.37","0.13","0.16",86189,"3-MAR",5,9.54,0,0,9.54,9.54,"0-Temoin",1,"andosol",2006-11-25,"2006",2006-10-10,2,3,0
"1716",1768,"MAR","25/11/2006","14/12/2006",6,"0-30 cm",NA,NA,6.1,5.2,NA,"8.9",NA,"11.1",NA,"170","15.4","7.24","6.86","0.14","0.29",86190,"3-MAR",6,11.1,0,0,11.1,11.1,"9-Mix1248",1,"andosol",2006-11-25,"2006",2006-10-10,2,3,9
"1717",1769,"MAR","25/11/2006","14/12/2006",7,"0-30 cm",NA,NA,6,5.1,NA,"8.74",NA,"10.7",NA,"187","15.5","6.93","7.22","0.42","0.17",86191,"3-MAR",7,10.7,0,0,10.7,10.7,"8-Mix4070",1,"andosol",2006-11-25,"2006",2006-10-10,2,3,8
"1718",1770,"MAR","25/11/2006","14/12/2006",8,"0-30 cm",NA,NA,6,5.1,NA,"8.95",NA,"11",NA,"134","12.9","5.53","6.21","0.08","0.12",86192,"3-MAR",8,11,0,0,11,11,"2-Min120",1,"andosol",2006-11-25,"2006",2006-10-10,2,3,2
"1719",1771,"MAR","25/11/2006","14/12/2006",9,"0-30 cm",NA,NA,5.9,5.2,NA,"9.31",NA,"11.5",NA,"278","13.9","5.8","5.66","0.79","0.15",86193,"3-MAR",9,11.5,0,0,11.5,11.5,"4-Lis70",1,"andosol",2006-11-25,"2006",2006-10-10,2,3,4
"1720",1772,"MAR","25/11/2006","14/12/2006",10,"0-30 cm",NA,NA,5.8,5,NA,"11.6",NA,"14.9",NA,"203","16.3","8.41","6.83","0.22","0.29",86194,"3-MAR",10,14.9,0,0,14.9,14.9,"7-Mix72",1,"andosol",2006-11-25,"2006",2006-10-10,2,3,7
"1721",1773,"MAR","25/11/2006","14/12/2006",11,"0-30 cm",NA,NA,6,5,NA,"10.7",NA,"13.7",NA,"282","16.6","8.42","6.01","0.26","0.27",86195,"3-MAR",11,13.7,0,0,13.7,13.7,"9-Mix1248",2,"andosol",2006-11-25,"2006",2006-10-10,2,3,9
"1722",1774,"MAR","25/11/2006","14/12/2006",12,"0-30 cm",NA,NA,5.9,5,NA,"10.4",NA,"13.4",NA,"184","14.1","6.56","5.55","0.16","0.12",86196,"3-MAR",12,13.4,0,0,13.4,13.4,"0-Temoin",2,"andosol",2006-11-25,"2006",2006-10-10,2,3,0
"1723",1775,"MAR","25/11/2006","14/12/2006",13,"0-30 cm",NA,NA,5.9,5,NA,"10.7",NA,"13.8",NA,"179","13.1","6.55","5.71","0.12","0.1",86197,"3-MAR",13,13.8,0,0,13.8,13.8,"2-Min120",2,"andosol",2006-11-25,"2006",2006-10-10,2,3,2
"1724",1776,"MAR","25/11/2006","14/12/2006",14,"0-30 cm",NA,NA,6.1,5.2,NA,"10.4",NA,"13.7",NA,"246","16.9","7.86","7.26","1.36","0.19",86198,"3-MAR",14,13.7,0,0,13.7,13.7,"4-Lis70",2,"andosol",2006-11-25,"2006",2006-10-10,2,3,4
"1725",1777,"MAR","25/11/2006","14/12/2006",15,"0-30 cm",NA,NA,6,5.1,NA,"9.7",NA,"12.3",NA,"318","12","5.49","5.24","0.92","0.16",86199,"3-MAR",15,12.3,0,0,12.3,12.3,"8-Mix4070",2,"andosol",2006-11-25,"2006",2006-10-10,2,3,8
"1726",1778,"MAR","25/11/2006","14/12/2006",16,"0-30 cm",NA,NA,6.1,5.2,NA,"5.94",NA,"7.78",NA,"438","9.07","4.89","2.66","0.35","0.21",86200,"3-MAR",16,7.78,0,0,7.78,7.78,"6-Com12",2,"andosol",2006-11-25,"2006",2006-10-10,2,3,6
"1727",1779,"MAR","25/11/2006","14/12/2006",17,"0-30 cm",NA,NA,5.6,5,NA,"5.91",NA,"7.66",NA,"389","4.42","1.82","0.7","0.07","0.08",86201,"3-MAR",17,7.66,0,0,7.66,7.66,"1- Min70",2,"andosol",2006-11-25,"2006",2006-10-10,2,3,1
"1728",1780,"MAR","25/11/2006","14/12/2006",18,"0-30 cm",NA,NA,6.2,5.3,NA,"6.61",NA,"8.59",NA,"416","10.5","5.23","2.91","0.65","0.28",86202,"3-MAR",18,8.59,0,0,8.59,8.59,"5-Com72",2,"andosol",2006-11-25,"2006",2006-10-10,2,3,5
"1729",1781,"MAR","25/11/2006","14/12/2006",19,"0-30 cm",NA,NA,6.2,5.2,NA,"7.37",NA,"9.51",NA,"534","11.1","6.07","2.64","0.27","0.28",86203,"3-MAR",19,9.51,0,0,9.51,9.51,"7-Mix72",2,"andosol",2006-11-25,"2006",2006-10-10,2,3,7
"1730",1782,"MAR","25/11/2006","14/12/2006",20,"0-30 cm",NA,NA,6.5,5.3,NA,"10.2",NA,"13.2",NA,"439","15.7","7.81","4.86","2.24","0.15",86204,"3-MAR",20,13.2,0,0,13.2,13.2,"3-Lis40",2,"andosol",2006-11-25,"2006",2006-10-10,2,3,3
"1731",1783,"MAR","25/11/2006","14/12/2006",21,"0-30 cm",NA,NA,6.5,5.3,NA,"10.5",NA,"13.3",NA,"335","15.3","7.72","5.1","1.98","0.15",86205,"3-MAR",21,13.3,0,0,13.3,13.3,"3-Lis40",3,"andosol",2006-11-25,"2006",2006-10-10,2,3,3
"1732",1784,"MAR","25/11/2006","14/12/2006",22,"0-30 cm",NA,NA,5.5,4.7,NA,"10.2",NA,"13.1",NA,"331","9.21","5.47","1.9","0.17","0.12",86206,"3-MAR",22,13.1,0,0,13.1,13.1,"1- Min70",3,"andosol",2006-11-25,"2006",2006-10-10,2,3,1
"1733",1785,"MAR","25/11/2006","14/12/2006",23,"0-30 cm",NA,NA,6.1,5,NA,"10.2",NA,"12.8",NA,"346","13.2","6.93","4.11","1.36","0.16",86207,"3-MAR",23,12.8,0,0,12.8,12.8,"8-Mix4070",3,"andosol",2006-11-25,"2006",2006-10-10,2,3,8
"1734",1786,"MAR","25/11/2006","14/12/2006",24,"0-30 cm",NA,NA,5.7,4.9,NA,"10.4",NA,"12.8",NA,"249","11.6","7.05","2.91","0.19","0.25",86208,"3-MAR",24,12.8,0,0,12.8,12.8,"7-Mix72",3,"andosol",2006-11-25,"2006",2006-10-10,2,3,7
"1735",1787,"MAR","25/11/2006","14/12/2006",25,"0-30 cm",NA,NA,5.6,4.9,NA,"11.1",NA,"13.7",NA,"436","12.6","7.98","3.49","0.25","0.37",86209,"3-MAR",25,13.7,0,0,13.7,13.7,"9-Mix1248",3,"andosol",2006-11-25,"2006",2006-10-10,2,3,9
"1736",1788,"MAR","25/11/2006","14/12/2006",26,"0-30 cm",NA,NA,5.9,4.9,NA,"9.79",NA,"11.9",NA,"248","12","6.99","3.28","0.26","0.31",86210,"3-MAR",26,11.9,0,0,11.9,11.9,"5-Com72",3,"andosol",2006-11-25,"2006",2006-10-10,2,3,5
"1737",1789,"MAR","25/11/2006","14/12/2006",27,"0-30 cm",NA,NA,5.7,5,NA,"10.1",NA,"12.1",NA,"279","13.8","8.17","4.36","0.25","0.35",86211,"3-MAR",27,12.1,0,0,12.1,12.1,"6-Com12",3,"andosol",2006-11-25,"2006",2006-10-10,2,3,6
"1738",1790,"MAR","25/11/2006","14/12/2006",28,"0-30 cm",NA,NA,5.6,4.9,NA,"10.9",NA,"13.3",NA,"277","11.9","7.73","3.02","0.11","0.1",86212,"3-MAR",28,13.3,0,0,13.3,13.3,"2-Min120",3,"andosol",2006-11-25,"2006",2006-10-10,2,3,2
"1739",1791,"MAR","25/11/2006","14/12/2006",29,"0-30 cm",NA,NA,5.9,5,NA,"9.43",NA,"11",NA,"221","12.8","7.99","3.48","0.11","0.15",86213,"3-MAR",29,11,0,0,11,11,"0-Temoin",3,"andosol",2006-11-25,"2006",2006-10-10,2,3,0
"1740",1792,"MAR","25/11/2006","14/12/2006",30,"0-30 cm",NA,NA,5.8,5.1,NA,"10.8",NA,"12.6",NA,"496","15.8","9.87","4.58","0.93","0.15",86214,"3-MAR",30,12.6,0,0,12.6,12.6,"4-Lis70",3,"andosol",2006-11-25,"2006",2006-10-10,2,3,4
"1741",1793,"SIC","25/11/2006","14/12/2006",1,"0-30 cm",NA,NA,6.1,5.3,NA,"12",NA,"13.3",NA,"417","26.4","18","8.3","1.29","0.27",86215,"1-SIC",1,13.3,0,0,13.3,13.3,"5-Com72",1,"andosol",2006-11-25,"2006",2006-10-10,2,3,5
"1742",1794,"SIC","25/11/2006","14/12/2006",2,"0-30 cm",NA,NA,5.3,4.7,NA,"11.7",NA,"12.6",NA,"376","14.7","10","3.99","0.36","0.07",86216,"1-SIC",2,12.6,0,0,12.6,12.6,"1- Min70",1,"andosol",2006-11-25,"2006",2006-10-10,2,3,1
"1743",1795,"SIC","25/11/2006","14/12/2006",3,"0-30 cm",NA,NA,6.1,5.3,NA,"12.4",NA,"13.6",NA,"458","22.2","14.6","8.57","0.42","0.17",86217,"1-SIC",3,13.6,0,0,13.6,13.6,"6-Com12",1,"andosol",2006-11-25,"2006",2006-10-10,2,3,6
