"","ID","site","Date_prel","Date_labo","parcelle","horizon","MSr.105øC","MS.105øC..g...100.g.MB.","pH.eau","pH.KCL","N.Dumas..g.kg.MS105.","N.Dumas..g.kg.sec.","C.orga..g.100g.MS105.","C.orga..g.100g.sec.","P.O.Dabin..mg.kg.MS105.","P.O.Dabin..mg.kg.sec.","CEC","Ca..ch","Mg..ch","K..ch","Na..ch","nølabo","Code_site","Parcelle","C.org1er","C.org2em","C.org2em3","C.orgNC","C.org","traitement","bloc","SOL","Date_prelevement","Date2","Date3","date_test","horizon_num","trai_num"
"87",87,"MAR","15/12/2008","16/12/2008",27,"0-30 cm","0.826",NA,6.17,5.25,NA,"11.445",NA,"14.391",NA,"456.252","21.815","13.775","6.89","1.056","0.636",91936,"3-MAR",27,14.391,0,0,14.391,14.391,"6-Com12",3,"andosol",2008-12-15,"2008",2008-10-10,4,3,6
"88",88,"MAR","15/12/2008","16/12/2008",28,"0-30 cm","0.788",NA,5.28,4.66,NA,"11.31",NA,"14.073",NA,"262.269","9.075","6.246","2.194","0.107","0.091",91937,"3-MAR",28,14.073,0,0,14.073,14.073,"2-Min120",3,"andosol",2008-12-15,"2008",2008-10-10,4,3,2
"89",89,"MAR","15/12/2008","16/12/2008",29,"0-30 cm","0.748",NA,5.86,4.93,NA,"11.04",NA,"13.823",NA,"294.111","11.948","8.214","3.431","0.092","0.162",91938,"3-MAR",29,13.823,0,0,13.823,13.823,"0-Temoin",3,"andosol",2008-12-15,"2008",2008-10-10,4,3,0
"90",90,"MAR","15/12/2008","16/12/2008",30,"0-30 cm","0.789",NA,5.79,5.07,NA,"12.151",NA,"14.704",NA,"409.785","16.421","10.32","5.942","1.085","0.196",91939,"3-MAR",30,14.704,0,0,14.704,14.704,"4-Lis70",3,"andosol",2008-12-15,"2008",2008-10-10,4,3,4
"91",91,"SIC","15/12/2008","16/12/2008",1,"0-30 cm","0.798",NA,6.11,5.24,NA,"11.609",NA,"12.923",NA,"431.832","20.329","13.547","6.757","0.537","0.209",91940,"1-SIC",1,12.923,0,0,12.923,12.923,"5-Com72",1,"andosol",2008-12-15,"2008",2008-10-10,4,3,5
"92",92,"SIC","15/12/2008","16/12/2008",2,"0-30 cm","0.795",NA,5.35,4.66,NA,"10.767",NA,"11.721",NA,"344.472","10.282","7.403","3.008","0.151","0.053",91941,"1-SIC",2,11.721,0,0,11.721,11.721,"1- Min70",1,"andosol",2008-12-15,"2008",2008-10-10,4,3,1
"93",93,"SIC","15/12/2008","16/12/2008",3,"0-30 cm","0.809",NA,6.27,5.37,NA,"12.015",NA,"13.628",NA,"485.018","26.526","17.373","7.853","0.672","0.295",91942,"1-SIC",3,13.628,0,0,13.628,13.628,"6-Com12",1,"andosol",2008-12-15,"2008",2008-10-10,4,3,6
"94",94,"SIC","15/12/2008","16/12/2008",4,"0-30 cm","0.814",NA,6.26,5.29,NA,"11.485",NA,"12.652",NA,"452.486","23.714","12.051","7.953","2.025","0.169",91943,"1-SIC",4,12.652,0,0,12.652,12.652,"3-Lis40",1,"andosol",2008-12-15,"2008",2008-10-10,4,3,3
"95",95,"SIC","15/12/2008","16/12/2008",5,"0-30 cm","0.78",NA,5.77,4.91,NA,"10.43",NA,"11.293",NA,"343.484","15.693","9.525","4.567","0.206","0.092",91944,"1-SIC",5,11.293,0,0,11.293,11.293,"0-Temoin",1,"andosol",2008-12-15,"2008",2008-10-10,4,3,0
"96",96,"SIC","15/12/2008","16/12/2008",6,"0-30 cm","0.813",NA,6.21,5.4,NA,"11.956",NA,"13.583",NA,"533.809","26.563","17.476","7.812","0.398","0.243",91945,"1-SIC",6,13.583,0,0,13.583,13.583,"9-Mix1248",1,"andosol",2008-12-15,"2008",2008-10-10,4,3,9
"97",97,"SIC","15/12/2008","16/12/2008",7,"0-30 cm","0.782",NA,6.23,5.29,NA,"11.536",NA,"12.608",NA,"474.206","22.301","12.306","7.746","1.402","0.143",91946,"1-SIC",7,12.608,0,0,12.608,12.608,"8-Mix4070",1,"andosol",2008-12-15,"2008",2008-10-10,4,3,8
"98",98,"SIC","15/12/2008","16/12/2008",8,"0-30 cm","0.798",NA,5.2,4.62,NA,"10.942",NA,"11.695",NA,"341.655","11.164","7.613","2.613","0.188","0.042",91947,"1-SIC",8,11.695,0,0,11.695,11.695,"2-Min120",1,"andosol",2008-12-15,"2008",2008-10-10,4,3,2
"99",99,"SIC","15/12/2008","16/12/2008",9,"0-30 cm","0.817",NA,6.39,5.52,NA,"11.94",NA,"12.801",NA,"579.447","26.991","13.252","10.065","3.151","0.246",91948,"1-SIC",9,12.801,0,0,12.801,12.801,"4-Lis70",1,"andosol",2008-12-15,"2008",2008-10-10,4,3,4
"100",100,"SIC","15/12/2008","16/12/2008",10,"0-30 cm","0.806",NA,6.06,5.2,NA,"11.129",NA,"12.332",NA,"436.258","20.779","12.944","6.004","0.377","0.16",91949,"1-SIC",10,12.332,0,0,12.332,12.332,"7-Mix72",1,"andosol",2008-12-15,"2008",2008-10-10,4,3,7
"101",101,"SIC","15/12/2008","16/12/2008",11,"0-30 cm","0.827",NA,6.1,5.3,NA,"11.434",NA,"12.679",NA,"496.122","23.018","14.702","6.902","0.462","0.31",91950,"1-SIC",11,12.679,0,0,12.679,12.679,"9-Mix1248",2,"andosol",2008-12-15,"2008",2008-10-10,4,3,9
"102",102,"SIC","15/12/2008","16/12/2008",12,"0-30 cm","0.787",NA,5.65,4.83,NA,"10.331",NA,"11.041",NA,"383.985","13.085","7.51","3.965","0.158","0.075",91951,"1-SIC",12,11.041,0,0,11.041,11.041,"0-Temoin",2,"andosol",2008-12-15,"2008",2008-10-10,4,3,0
"103",103,"SIC","15/12/2008","16/12/2008",13,"0-30 cm","0.8",NA,4.53,4.36,NA,"10.316",NA,"10.808",NA,"399.819","5.891","3.653","1.392","0.133","0.03",91952,"1-SIC",13,10.808,0,0,10.808,10.808,"2-Min120",2,"andosol",2008-12-15,"2008",2008-10-10,4,3,2
"104",104,"SIC","15/12/2008","16/12/2008",14,"0-30 cm","0.788",NA,6.42,5.5,NA,"11.293",NA,"12.229",NA,"619.051","24.619","12.107","5.042","2.349","0.168",91953,"1-SIC",14,12.229,0,0,12.229,12.229,"4-Lis70",2,"andosol",2008-12-15,"2008",2008-10-10,4,3,4
"105",105,"SIC","15/12/2008","16/12/2008",15,"0-30 cm","0.793",NA,6.12,5.23,NA,"10.624",NA,"11.378",NA,"432.664","18.968","9.948","7.003","1.492","0.138",91954,"1-SIC",15,11.378,0,0,11.378,11.378,"8-Mix4070",2,"andosol",2008-12-15,"2008",2008-10-10,4,3,8
"106",106,"SIC","15/12/2008","16/12/2008",16,"0-30 cm","0.799",NA,6.17,5.43,NA,"12.015",NA,"13.257",NA,"547.261","25.269","15.245","4.373","0.855","0.414",91955,"1-SIC",16,13.257,0,0,13.257,13.257,"6-Com12",2,"andosol",2008-12-15,"2008",2008-10-10,4,3,6
"107",107,"SIC","15/12/2008","16/12/2008",17,"0-30 cm","0.808",NA,5.49,4.81,NA,"10.139",NA,"10.906",NA,"312.395","11.674","6.943","3.058","0.14","0.033",91956,"1-SIC",17,10.906,0,0,10.906,10.906,"1- Min70",2,"andosol",2008-12-15,"2008",2008-10-10,4,3,1
"108",108,"SIC","15/12/2008","16/12/2008",18,"0-30 cm","0.82",NA,6.27,5.36,NA,"11.175",NA,"12.449",NA,"468.321","22.217","13.661","7.155","0.772","0.304",91957,"1-SIC",18,12.449,0,0,12.449,12.449,"5-Com72",2,"andosol",2008-12-15,"2008",2008-10-10,4,3,5
"109",109,"SIC","15/12/2008","16/12/2008",19,"0-30 cm","0.804",NA,6.01,5.14,NA,"11.564",NA,"12.707",NA,"410.703","19.926","12.507","6.023","0.281","0.139",91958,"1-SIC",19,12.707,0,0,12.707,12.707,"7-Mix72",2,"andosol",2008-12-15,"2008",2008-10-10,4,3,7
"110",110,"SIC","15/12/2008","16/12/2008",20,"0-30 cm","0.776",NA,6.23,5.37,NA,"12.095",NA,"12.944",NA,"458.1","22.658","12.171","8.564","1.753","0.157",91959,"1-SIC",20,12.944,0,0,12.944,12.944,"3-Lis40",2,"andosol",2008-12-15,"2008",2008-10-10,4,3,3
"111",111,"SIC","15/12/2008","16/12/2008",21,"0-30 cm","0.779",NA,6.35,5.34,NA,"11.555",NA,"12.466",NA,"452.152","22.284","11.428","8.075","2.146","0.157",91960,"1-SIC",21,12.466,0,0,12.466,12.466,"3-Lis40",3,"andosol",2008-12-15,"2008",2008-10-10,4,3,3
"112",112,"SIC","15/12/2008","16/12/2008",22,"0-30 cm","0.787",NA,5.47,4.7,NA,"10.486",NA,"11.449",NA,"279.87","10.669","6.434","2.484","0.183","0.037",91961,"1-SIC",22,11.449,0,0,11.449,11.449,"1- Min70",3,"andosol",2008-12-15,"2008",2008-10-10,4,3,1
"113",113,"SIC","15/12/2008","16/12/2008",23,"0-30 cm","0.795",NA,6.1,5.23,NA,"11.054",NA,"12.043",NA,"363.976","17.822","9.504","6.394","1.306","0.138",91962,"1-SIC",23,12.043,0,0,12.043,12.043,"8-Mix4070",3,"andosol",2008-12-15,"2008",2008-10-10,4,3,8
"114",114,"SIC","15/12/2008","16/12/2008",24,"0-30 cm","0.804",NA,6.01,5.19,NA,"11.506",NA,"12.705",NA,"386.627","20.697","13.134","6.237","0.298","0.151",91963,"1-SIC",24,12.705,0,0,12.705,12.705,"7-Mix72",3,"andosol",2008-12-15,"2008",2008-10-10,4,3,7
"115",115,"SIC","15/12/2008","16/12/2008",25,"0-30 cm","0.797",NA,6.32,5.5,NA,"11.145",NA,"12.41",NA,"424.074","22.971","15.616","6.982","0.512","0.253",91964,"1-SIC",25,12.41,0,0,12.41,12.41,"9-Mix1248",3,"andosol",2008-12-15,"2008",2008-10-10,4,3,9
"116",116,"SIC","15/12/2008","16/12/2008",26,"0-30 cm","0.788",NA,6.51,5.56,NA,"11.062",NA,"12.204",NA,"341.7","23.831","15.495","6.826","0.58","0.278",91965,"1-SIC",26,12.204,0,0,12.204,12.204,"5-Com72",3,"andosol",2008-12-15,"2008",2008-10-10,4,3,5
"117",117,"SIC","15/12/2008","16/12/2008",27,"0-30 cm","0.782",NA,6.5,5.56,NA,"10.573",NA,"11.716",NA,"510.497","24.1","15.388","7.354","0.952","0.397",91966,"1-SIC",27,11.716,0,0,11.716,11.716,"6-Com12",3,"andosol",2008-12-15,"2008",2008-10-10,4,3,6
"118",118,"SIC","15/12/2008","16/12/2008",28,"0-30 cm","0.773",NA,4.9,4.52,NA,"10.077",NA,"10.939",NA,"255.795","7.066","4.345","1.22","0.118","0.013",91967,"1-SIC",28,10.939,0,0,10.939,10.939,"2-Min120",3,"andosol",2008-12-15,"2008",2008-10-10,4,3,2
"119",119,"SIC","15/12/2008","16/12/2008",29,"0-30 cm","0.782",NA,5.89,4.99,NA,"9.946",NA,"10.954",NA,"248.053","12.247","7.23","3.578","0.174","0.02",91968,"1-SIC",29,10.954,0,0,10.954,10.954,"0-Temoin",3,"andosol",2008-12-15,"2008",2008-10-10,4,3,0
"120",120,"SIC","15/12/2008","16/12/2008",30,"0-30 cm","0.798",NA,6.47,5.55,NA,"11.273",NA,"12.235",NA,"488.814","24.254","12.228","9.493","2.735","0.149",91969,"1-SIC",30,12.235,0,0,12.235,12.235,"4-Lis70",3,"andosol",2008-12-15,"2008",2008-10-10,4,3,4
"121",121,"SED","27/10/2009","05/12/2011",1,"0-30 cm","0.765",NA,5.37,4.99,NA,"11.581",NA,"13.534",NA,"435.992","13.054","10.296","5.735","0.571","0.211",106987,"2-SED",1,13.534,0,0,13.534,13.534,"5-Com72",1,"andosol",2009-10-27,"2009",2009-10-10,5,3,5
"122",122,"SED","27/10/2009","05/12/2011",2,"0-30 cm","0.652",NA,4.51,4.55,NA,"10.577",NA,"12.85",NA,"263.277","5.257","4.567","1.446","0.167","0.146",106988,"2-SED",2,12.85,0,0,12.85,12.85,"1- Min70",1,"andosol",2009-10-27,"2009",2009-10-10,5,3,1
"123",123,"SED","27/10/2009","05/12/2011",3,"0-30 cm","0.764",NA,5.33,5.01,NA,"11.612",NA,"13.733",NA,"351.489","13.763","11.571","5.775","0.596","0.204",106989,"2-SED",3,13.733,0,0,13.733,13.733,"6-Com12",1,"andosol",2009-10-27,"2009",2009-10-10,5,3,6
"124",124,"SED","27/10/2009","05/12/2011",4,"0-30 cm","0.702",NA,5.43,5.06,NA,"10.893",NA,"13.21",NA,"369.824","13.42","8.526","6.264","1.471","0.235",106990,"2-SED",4,13.21,0,0,13.21,13.21,"3-Lis40",1,"andosol",2009-10-27,"2009",2009-10-10,5,3,3
"125",125,"SED","27/10/2009","05/12/2011",5,"0-30 cm","0.676",NA,4.9,4.76,NA,"9.018",NA,"11.948",NA,"183.584","6.152","4.188","2.224","0.192","0.108",106991,"2-SED",5,11.948,0,0,11.948,11.948,"0-Temoin",1,"andosol",2009-10-27,"2009",2009-10-10,5,3,0
"126",126,"SED","27/10/2009","05/12/2011",6,"0-30 cm","0.734",NA,5.22,4.9,NA,"12.521",NA,"13.93",NA,"468.542","13.592","12.565","6.268","0.375","0.152",106992,"2-SED",6,13.93,0,0,13.93,13.93,"9-Mix1248",1,"andosol",2009-10-27,"2009",2009-10-10,5,3,9
"127",127,"SED","27/10/2009","05/12/2011",7,"0-30 cm","0.748",NA,5.44,5.14,NA,"10.093",NA,"11.5",NA,"305.044","13.275","8.795","6.599","0.749","0.241",106993,"2-SED",7,11.5,0,0,11.5,11.5,"8-Mix4070",1,"andosol",2009-10-27,"2009",2009-10-10,5,3,8
"128",128,"SED","27/10/2009","05/12/2011",8,"0-30 cm","0.676",NA,4.05,4.32,NA,"11.108",NA,"12.534",NA,"407.125","3.148","2.945","0.827","0.156","0.046",106994,"2-SED",8,12.534,0,0,12.534,12.534,"2-Min120",1,"andosol",2009-10-27,"2009",2009-10-10,5,3,2
"129",129,"SED","27/10/2009","05/12/2011",9,"0-30 cm","0.757",NA,5.61,5.21,NA,"10.713",NA,"12.245",NA,"477.49","15.59","8.861","8.169","3.416","0.44",106995,"2-SED",9,12.245,0,0,12.245,12.245,"4-Lis70",1,"andosol",2009-10-27,"2009",2009-10-10,5,3,4
"130",130,"SED","27/10/2009","05/12/2011",10,"0-30 cm","0.742",NA,5.15,4.8,NA,"12.041",NA,"13.792",NA,"370.046","12.423","11.481","5.156","0.235","0.122",106996,"2-SED",10,13.792,0,0,13.792,13.792,"7-Mix72",1,"andosol",2009-10-27,"2009",2009-10-10,5,3,7
"131",131,"SED","27/10/2009","05/12/2011",11,"0-30 cm","0.809",NA,5.16,4.85,NA,"10.594",NA,"12.638",NA,"297.812","11.083","9.081","4.764","0.284","0.133",106997,"2-SED",11,12.638,0,0,12.638,12.638,"9-Mix1248",2,"andosol",2009-10-27,"2009",2009-10-10,5,3,9
"132",132,"SED","27/10/2009","05/12/2011",12,"0-30 cm","0.769",NA,4.63,4.67,NA,"9.236",NA,"11.619",NA,"209.819","4.42","2.785","1.082","0.184","0.084",106998,"2-SED",12,11.619,0,0,11.619,11.619,"0-Temoin",2,"andosol",2009-10-27,"2009",2009-10-10,5,3,0
"133",133,"SED","27/10/2009","05/12/2011",13,"0-30 cm","0.664",NA,3.9,4.23,NA,"11.753",NA,"13.88",NA,"373.158","2.68","1.558","0.533","0.177","0.057",106999,"2-SED",13,13.88,0,0,13.88,13.88,"2-Min120",2,"andosol",2009-10-27,"2009",2009-10-10,5,3,2
"134",134,"SED","27/10/2009","05/12/2011",14,"0-30 cm","0.785",NA,5.23,4.92,NA,"11.041",NA,"12.837",NA,"388.45","11.39","6.971","6.242","1.78","0.299",107000,"2-SED",14,12.837,0,0,12.837,12.837,"4-Lis70",2,"andosol",2009-10-27,"2009",2009-10-10,5,3,4
"135",135,"SED","27/10/2009","05/12/2011",15,"0-30 cm","0.757",NA,5.01,4.72,NA,"12.757",NA,"14.103",NA,"476.307","10.395","8.017","6.316","1.212","0.225",107001,"2-SED",15,14.103,0,0,14.103,14.103,"8-Mix4070",2,"andosol",2009-10-27,"2009",2009-10-10,5,3,8
"136",136,"SED","27/10/2009","05/12/2011",16,"0-30 cm","0.766",NA,5.32,4.97,NA,"10.861",NA,"12.897",NA,"394.628","12.777","9.647","5.394","0.509","0.194",107002,"2-SED",16,12.897,0,0,12.897,12.897,"6-Com12",2,"andosol",2009-10-27,"2009",2009-10-10,5,3,6
"137",137,"SED","27/10/2009","05/12/2011",17,"0-30 cm","0.678",NA,4.69,4.54,NA,"12.684",NA,"14.316",NA,"449.79","6.884","6.899","2.136","0.143","0.057",107003,"2-SED",17,14.316,0,0,14.316,14.316,"1- Min70",2,"andosol",2009-10-27,"2009",2009-10-10,5,3,1
"138",138,"SED","27/10/2009","05/12/2011",18,"0-30 cm","0.765",NA,4.97,4.76,NA,"9.933",NA,"12.332",NA,"279.603","7.6","5.625","3.025","0.271","0.139",107004,"2-SED",18,12.332,0,0,12.332,12.332,"5-Com72",2,"andosol",2009-10-27,"2009",2009-10-10,5,3,5
"139",139,"SED","27/10/2009","05/12/2011",19,"0-30 cm","0.707",NA,4.88,4.64,NA,"10.224",NA,"12.034",NA,"302.405","8.191","7.653","3.076","0.175","0.092",107005,"2-SED",19,12.034,0,0,12.034,12.034,"7-Mix72",2,"andosol",2009-10-27,"2009",2009-10-10,5,3,7
"140",140,"SED","27/10/2009","05/12/2011",20,"0-30 cm","0.757",NA,5.2,4.9,NA,"10.149",NA,"12.383",NA,"282.206","9.436","5.821","4.739","1.123","0.2",107006,"2-SED",20,12.383,0,0,12.383,12.383,"3-Lis40",2,"andosol",2009-10-27,"2009",2009-10-10,5,3,3
"141",141,"SED","27/10/2009","05/12/2011",21,"0-30 cm","0.759",NA,5.21,4.87,NA,"12.416",NA,"13.768",NA,"471.55","12.535","8.559","7.258","1.988","0.281",107007,"2-SED",21,13.768,0,0,13.768,13.768,"3-Lis40",3,"andosol",2009-10-27,"2009",2009-10-10,5,3,3
"142",142,"SED","27/10/2009","05/12/2011",22,"0-30 cm","0.726",NA,4.65,4.63,NA,"9.915",NA,"12.25",NA,"305.373","4.818","3.525","1.021","0.153","0.048",107008,"2-SED",22,12.25,0,0,12.25,12.25,"1- Min70",3,"andosol",2009-10-27,"2009",2009-10-10,5,3,1
"143",143,"SED","27/10/2009","05/12/2011",23,"0-30 cm","0.753",NA,5.21,4.87,NA,"12.893",NA,"14.259",NA,"461.532","11.797","8.515","6.69","1.413","0.27",107009,"2-SED",23,14.259,0,0,14.259,14.259,"8-Mix4070",3,"andosol",2009-10-27,"2009",2009-10-10,5,3,8
"144",144,"SED","27/10/2009","05/12/2011",24,"0-30 cm","0.749",NA,5.11,4.81,NA,"10.81",NA,"13.078",NA,"358.066","10.169","8.198","3.934","0.197","0.093",107010,"2-SED",24,13.078,0,0,13.078,13.078,"7-Mix72",3,"andosol",2009-10-27,"2009",2009-10-10,5,3,7
"145",145,"SED","27/10/2009","05/12/2011",25,"0-30 cm","0.74",NA,5.26,4.93,NA,"12.527",NA,"13.867",NA,"550.996","14.553","13.105","6.171","0.279","0.15",107011,"2-SED",25,13.867,0,0,13.867,13.867,"9-Mix1248",3,"andosol",2009-10-27,"2009",2009-10-10,5,3,9
"146",146,"SED","27/10/2009","05/12/2011",26,"0-30 cm","0.745",NA,5.16,4.89,NA,"10.638",NA,"12.27",NA,"357.419","10.008","7.461","4.069","0.385","0.181",107012,"2-SED",26,12.27,0,0,12.27,12.27,"5-Com72",3,"andosol",2009-10-27,"2009",2009-10-10,5,3,5
"147",147,"SED","27/10/2009","05/12/2011",27,"0-30 cm","0.739",NA,5.29,4.93,NA,"12.216",NA,"13.764",NA,"502.945","14.362","12.824","5.888","0.393","0.211",107013,"2-SED",27,13.764,0,0,13.764,13.764,"6-Com12",3,"andosol",2009-10-27,"2009",2009-10-10,5,3,6
"148",148,"SED","27/10/2009","05/12/2011",28,"0-30 cm","0.659",NA,3.9,4.24,NA,"11.96",NA,"13.302",NA,"459.225","2.742","2.14","0.76","0.18","0.06",107014,"2-SED",28,13.302,0,0,13.302,13.302,"2-Min120",3,"andosol",2009-10-27,"2009",2009-10-10,5,3,2
"149",149,"SED","27/10/2009","05/12/2011",29,"0-30 cm","0.64",NA,4.41,4.46,NA,"11.899",NA,"13.892",NA,"385.483","4.982","4.326","1.764","0.17","0.122",107015,"2-SED",29,13.892,0,0,13.892,13.892,"0-Temoin",3,"andosol",2009-10-27,"2009",2009-10-10,5,3,0
"150",150,"SED","27/10/2009","05/12/2011",30,"0-30 cm","0.69",NA,5.52,5.13,NA,"12.983",NA,"14.257",NA,"523.083","16.934","10.008","8.604","3.1","0.421",107016,"2-SED",30,14.257,0,0,14.257,14.257,"4-Lis70",3,"andosol",2009-10-27,"2009",2009-10-10,5,3,4
"151",151,"LYC","28/10/2009","05/12/2011",1,"0-30 cm","0.947",NA,6.25,5.71,NA,"1.391",NA,"1.442",NA,"145.841","7.46","5.941","2.175","0.473","0.176",107017,"0-LYC",1,1.442,0,0,1.442,1.442,"5-Com72",1,"arénosol",2009-10-28,"2009",2009-10-10,5,3,5
"152",152,"LYC","28/10/2009","05/12/2011",2,"0-30 cm","0.979",NA,5.57,4.82,NA,"1.182",NA,"1.207",NA,"107.121","4.519","3.565","1.548","0.215","0.168",107018,"0-LYC",2,1.207,0,0,1.207,1.207,"1- Min70",1,"arénosol",2009-10-28,"2009",2009-10-10,5,3,1
"153",153,"LYC","28/10/2009","05/12/2011",3,"0-30 cm","0.958",NA,6.52,5.91,NA,"1.407",NA,"1.407",NA,"133.449","7.78","6.228","2.539","0.728","0.14",107019,"0-LYC",3,1.407,0,0,1.407,1.407,"6-Com12",1,"arénosol",2009-10-28,"2009",2009-10-10,5,3,6
"154",154,"LYC","28/10/2009","05/12/2011",4,"0-30 cm","0.976",NA,6.6,5.99,NA,"1.681",NA,"1.615",NA,"163.716","8.713","5.942","3.366","1.35","0.203",107020,"0-LYC",4,1.615,0,0,1.615,1.615,"3-Lis40",1,"arénosol",2009-10-28,"2009",2009-10-10,5,3,3
"155",155,"LYC","28/10/2009","05/12/2011",5,"0-30 cm","0.956",NA,6.35,5.25,NA,"0.902",NA,"0.912",NA,"60.003","4.786","3.198","1.553","0.193","0.183",107021,"0-LYC",5,0.912,0,0,0.912,0.912,"0-Temoin",1,"arénosol",2009-10-28,"2009",2009-10-10,5,3,0
"156",156,"LYC","28/10/2009","05/12/2011",6,"0-30 cm","0.975",NA,6.26,5.66,NA,"1.682",NA,"1.675",NA,"111.685","8.348","6.596","2.418","0.425","0.137",107022,"0-LYC",6,1.675,0,0,1.675,1.675,"9-Mix1248",1,"arénosol",2009-10-28,"2009",2009-10-10,5,3,9
"157",157,"LYC","28/10/2009","05/12/2011",7,"0-30 cm","0.956",NA,6.05,5.47,NA,"1.779",NA,"1.674",NA,"172.096","7.8","5.45","3.05","1.184","0.205",107023,"0-LYC",7,1.674,0,0,1.674,1.674,"8-Mix4070",1,"arénosol",2009-10-28,"2009",2009-10-10,5,3,8
"158",158,"LYC","28/10/2009","05/12/2011",8,"0-30 cm","0.974",NA,5.03,4.34,NA,"1.289",NA,"1.291",NA,"109.383","3.794","3.309","1.677","0.083","0.187",107024,"0-LYC",8,1.291,0,0,1.291,1.291,"2-Min120",1,"arénosol",2009-10-28,"2009",2009-10-10,5,3,2
"159",159,"LYC","28/10/2009","05/12/2011",9,"0-30 cm","0.958",NA,6.41,5.97,NA,"1.91",NA,"1.776",NA,"333.354","9.779","6.515","3.861","1.969","0.235",107025,"0-LYC",9,1.776,0,0,1.776,1.776,"4-Lis70",1,"arénosol",2009-10-28,"2009",2009-10-10,5,3,4
"160",160,"LYC","28/10/2009","05/12/2011",10,"0-30 cm","0.97",NA,5.77,5.17,NA,"1.696",NA,"1.668",NA,"190.416","7.346","6.309","2.406","0.404","0.16",107026,"0-LYC",10,1.668,0,0,1.668,1.668,"7-Mix72",1,"arénosol",2009-10-28,"2009",2009-10-10,5,3,7
"161",161,"LYC","28/10/2009","05/12/2011",11,"0-30 cm","0.963",NA,6.25,5.65,NA,"1.64",NA,"1.678",NA,"216.812","7.796","6.545","2.558","0.402","0.132",107027,"0-LYC",11,1.678,0,0,1.678,1.678,"9-Mix1248",2,"arénosol",2009-10-28,"2009",2009-10-10,5,3,9
"162",162,"LYC","28/10/2009","05/12/2011",12,"0-30 cm","0.979",NA,5.83,4.92,NA,"1.127",NA,"1.103",NA,"205.372","4.576","2.944","1.476","0.31","0.185",107028,"0-LYC",12,1.103,0,0,1.103,1.103,"0-Temoin",2,"arénosol",2009-10-28,"2009",2009-10-10,5,3,0
"163",163,"LYC","28/10/2009","05/12/2011",13,"0-30 cm","0.969",NA,4.7,4.13,NA,"1.082",NA,"1.081",NA,"212.884","2.486","1.801","0.896","0.086","0.141",107029,"0-LYC",13,1.081,0,0,1.081,1.081,"2-Min120",2,"arénosol",2009-10-28,"2009",2009-10-10,5,3,2
"164",164,"LYC","28/10/2009","05/12/2011",14,"0-30 cm","0.973",NA,6.22,5.82,NA,"1.664",NA,"1.492",NA,"415.845","8.598","5.967","3.653","1.443","0.177",107030,"0-LYC",14,1.492,0,0,1.492,1.492,"4-Lis70",2,"arénosol",2009-10-28,"2009",2009-10-10,5,3,4
"165",165,"LYC","28/10/2009","05/12/2011",15,"0-30 cm","0.952",NA,6.04,5.5,NA,"1.486",NA,"1.415",NA,"368.334","6.934","5.095","2.736","1.383","0.204",107031,"0-LYC",15,1.415,0,0,1.415,1.415,"8-Mix4070",2,"arénosol",2009-10-28,"2009",2009-10-10,5,3,8
"166",166,"LYC","28/10/2009","05/12/2011",16,"0-30 cm","0.977",NA,6.4,5.74,NA,"1.205",NA,"1.193",NA,"273.916","6.317","4.004","2.254","0.615","0.141",107032,"0-LYC",16,1.193,0,0,1.193,1.193,"6-Com12",2,"arénosol",2009-10-28,"2009",2009-10-10,5,3,6
"167",167,"LYC","28/10/2009","05/12/2011",17,"0-30 cm","0.968",NA,5,4.28,NA,"0.977",NA,"0.976",NA,"236.072","2.69","1.989","0.897","0.086","0.169",107033,"0-LYC",17,0.976,0,0,0.976,0.976,"1- Min70",2,"arénosol",2009-10-28,"2009",2009-10-10,5,3,1
"168",168,"LYC","28/10/2009","05/12/2011",18,"0-30 cm","0.975",NA,6.24,5.58,NA,"1.156",NA,"1.166",NA,"230.122","7.544","5.038","2.12","0.796","0.147",107034,"0-LYC",18,1.166,0,0,1.166,1.166,"5-Com72",2,"arénosol",2009-10-28,"2009",2009-10-10,5,3,5
"169",169,"LYC","28/10/2009","05/12/2011",19,"0-30 cm","0.952",NA,5.87,5.26,NA,"1.525",NA,"1.552",NA,"199.924","7.312","5.793","2.049","0.318","0.104",107035,"0-LYC",19,1.552,0,0,1.552,1.552,"7-Mix72",2,"arénosol",2009-10-28,"2009",2009-10-10,5,3,7
"170",170,"LYC","28/10/2009","05/12/2011",20,"0-30 cm","0.976",NA,6.28,5.7,NA,"1.343",NA,"1.239",NA,"228.279","7.075","4.695","2.855","1.134","0.222",107036,"0-LYC",20,1.239,0,0,1.239,1.239,"3-Lis40",2,"arénosol",2009-10-28,"2009",2009-10-10,5,3,3
"171",171,"LYC","28/10/2009","05/12/2011",21,"0-30 cm","0.955",NA,6.23,5.71,NA,"1.448",NA,"1.341",NA,"249.464","7.216","4.757","3.023","1.136","0.168",107037,"0-LYC",21,1.341,0,0,1.341,1.341,"3-Lis40",3,"arénosol",2009-10-28,"2009",2009-10-10,5,3,3
"172",172,"LYC","28/10/2009","05/12/2011",22,"0-30 cm","0.979",NA,5.25,4.44,NA,"1.15",NA,"1.153",NA,"191.019","3.791","2.976","1.123","0.104","0.143",107038,"0-LYC",22,1.153,0,0,1.153,1.153,"1- Min70",3,"arénosol",2009-10-28,"2009",2009-10-10,5,3,1
